8888880,111111,9999990,2019-11-23','12:00:00',2019-12-15','12:00:00',187119,'Simonette Oleszkiewicz',5.87995E+15,'2025-09-10',7777770,'Downtown','Vancouver','active'
8888881,111118,9999991,2019-11-23','12:00:00',2019-12-15','12:00:00',271758,'Judah Rippen',2.90986E+15,'2025-09-10',,'Downtown','Vancouver','active'
8888882,111125,9999992,2019-11-23','12:00:00',2019-12-15','12:00:00',54090,'Ephraim Anthon',9.91121E+15,'2025-09-10',,'Downtown','Vancouver','active'
8888883,111132,9999993,2019-11-23','12:00:00',2019-12-15','12:00:00',203764,'Gavrielle Belfit',9.13467E+15,'2025-09-10',,'Downtown','Vancouver','active'
8888884,111139,9999994,2019-11-23','12:00:00',2019-12-15','12:00:00',118733,'Vanni Audsley',4.51514E+15,'2025-09-10',,'Downtown','Vancouver','active'
8888885,111146,9999995,2019-11-23','12:00:00',2019-12-15','12:00:00',161640,'Jeniece Napolione',1.94589E+15,'2025-09-10',,'Downtown','Vancouver','active'
8888886,111153,9999996,2019-11-23','12:00:00',2019-12-15','12:00:00',206477,'Gerry Skedgell',4.23914E+15,'2025-09-10',,'Downtown','Vancouver','active'
8888887,111160,9999997,2019-11-23','12:00:00',2019-12-15','12:00:00',53464,'Jarred Saintpierre',2.23883E+15,'2025-09-10',,'Downtown','Vancouver','active'
8888888,111167,9999998,2019-11-23','12:00:00',2019-12-15','12:00:00',203715,'Cherry Fulks',2.35942E+15,'2025-09-10',7777771,'Downtown',Burnaby','active'
8888889,111174,9999999,2019-11-23','12:00:00',2019-12-15','12:00:00',66804,'Johnnie Jerwood',7.54693E+15,'2025-09-10',,'Downtown',Burnaby','active'
8888890,111181,9999910,2019-11-23','12:00:00',2019-12-15','12:00:00',138331,'Renado De Brett',5.74496E+15,'2025-09-10',,'Downtown',Burnaby','active'
8888891,111188,9999911,2019-11-23','12:00:00',2019-12-15','12:00:00',96095,'Fern Bartalini',8.0199E+15,'2025-09-10',,'Downtown',Burnaby','active'
8888892,111195,9999912,2019-11-23','12:00:00',2019-12-15','12:00:00',246945,'Renado Fowlds',5.41032E+15,'2025-09-10',,'Downtown',Burnaby','active'
8888893,111202,9999913,2019-11-23','12:00:00',2019-12-15','12:00:00',126998,'Rivi Tyres',3.44981E+15,'2025-09-10',,'Downtown',Burnaby','active'
8888894,111209,9999914,2019-11-23','12:00:00',2019-12-15','12:00:00',21488,'Clem Spino',1.17105E+15,'2025-09-10',,'Downtown',Burnaby','active'
8888895,111216,9999915,2019-11-23','12:00:00',2019-12-15','12:00:00',90772,'Clayson Berrigan',6.60353E+15,'2025-09-10',,'Downtown',Burnaby','active'
8888896,111223,9999916,2019-11-23','12:00:00',2019-12-15','12:00:00',285736,'Hansiain Stigger',7.93676E+15,'2025-09-10',7777772,'Downtown',Surrey','active'
8888897,111230,9999917,2019-11-23','12:00:00',2019-12-15','12:00:00',182645,'Ibrahim Goding',1.93416E+15,'2025-09-10',,'Downtown',Surrey','active'
8888898,111237,9999918,2019-11-23','12:00:00',2019-12-15','12:00:00',121427,'Harris Saller',7.412E+15,'2025-09-10',,'Downtown',Surrey','active'
8888899,111244,9999919,2019-11-23','12:00:00',2019-12-15','12:00:00',92460,'Olivette Vakhrushev',9.99358E+15,'2025-09-10',,'Downtown',Surrey','active'
8888900,111251,9999920,2019-11-23','12:00:00',2019-12-15','12:00:00',275987,'Tades Zaniolo',5.28988E+15,'2025-09-10',,'Downtown',Surrey','active'
8888901,111258,9999921,2019-11-23','12:00:00',2019-12-15','12:00:00',260230,'Ilyssa Braz',8.71108E+15,'2025-09-10',,'Downtown',Surrey','active'
8888902,111265,9999922,2019-11-23','12:00:00',2019-12-15','12:00:00',140136,'Hermon Caplen',7.75711E+15,'2025-09-10',,'Downtown',Surrey','active'
8888903,111272,9999923,2019-11-23','12:00:00',2019-12-15','12:00:00',133736,'Llewellyn Faro',9.56827E+15,'2025-09-10',,'Downtown',Surrey','active'
8888904,111279,9999924,2019-11-23','12:00:00',2019-12-15','12:00:00',8496,'Avram Rosenthaler',9.09686E+15,'2025-09-10',7777773,Midtown','Vancouver','active'
8888905,111286,9999925,2019-11-23','12:00:00',2019-12-15','12:00:00',119310,'Britte Kas',1.83656E+15,'2025-09-10',,Midtown','Vancouver','active'
8888906,111293,9999926,2019-11-23','12:00:00',2019-12-15','12:00:00',195278,'Cornell Jermy',2.96483E+15,'2025-09-10',,Midtown','Vancouver','active'
8888907,111300,9999927,2019-11-23','12:00:00',2019-12-15','12:00:00',222597,'Danika Biskupski',4.41814E+15,'2025-09-10',,Midtown','Vancouver','active'
8888908,111307,9999928,2019-11-23','12:00:00',2019-12-15','12:00:00',168076,'Chilton Ridge',9.23049E+15,'2025-09-10',,Midtown','Vancouver','active'
8888909,111314,9999929,2019-11-23','12:00:00',2019-12-15','12:00:00',292935,'Philomena Pardy',3.43394E+15,'2025-09-10',,Midtown','Vancouver','active'
8888910,111321,9999930,2019-11-23','12:00:00',2019-12-15','12:00:00',76675,'Kaylan Lucero',5.10466E+15,'2025-09-10',,Midtown','Vancouver','active'
8888911,111328,9999931,2019-11-23','12:00:00',2019-12-15','12:00:00',84213,'Harriette Kennedy',3.40733E+15,'2025-09-10',,Midtown','Vancouver','active'
8888912,111335,9999932,2019-11-23','12:00:00',2019-12-15','12:00:00',32336,'Rea Keller',2.32827E+15,'2025-09-10',7777774,Midtown',Burnaby','active'
8888913,111342,9999933,2019-11-23','12:00:00',2019-12-15','12:00:00',117528,'Dante Mcphee',5.87897E+15,'2025-09-10',,Midtown',Burnaby','active'
8888914,111349,9999934,2019-11-23','12:00:00',2019-12-15','12:00:00',91404,'Inayah Britton',4.07824E+15,'2025-09-10',,Midtown',Burnaby','active'
8888915,111356,9999935,2019-11-23','12:00:00',2019-12-15','12:00:00',104561,'Letitia Ventura',3.14895E+15,'2025-09-10',,Midtown',Burnaby','active'
8888916,111363,9999936,2019-11-23','12:00:00',2019-12-15','12:00:00',107595,'Braydon Welsh',8.85884E+15,'2025-09-10',,Midtown',Burnaby','active'
8888917,111370,9999937,2019-11-23','12:00:00',2019-12-15','12:00:00',107090,'Robert Skinner',1.96929E+15,'2025-09-10',,Midtown',Burnaby','active'
8888918,111377,9999938,2019-11-23','12:00:00',2019-12-15','12:00:00',113455,'Toni Rigby',5.01026E+15,'2025-09-10',,Midtown',Burnaby','active'
8888919,111384,9999939,2019-11-23','12:00:00',2019-12-15','12:00:00',233616,'Carla Hooper',6.87534E+15,'2025-09-10',,Midtown',Burnaby','active'
8888920,111391,9999940,2019-11-23','12:00:00',2019-12-15','12:00:00',12727,'Shanae Brown',7.09441E+15,'2025-09-10',7777775,Midtown',Surrey','active'
8888921,111398,9999941,2019-11-23','12:00:00',2019-12-15','12:00:00',173574,'Jamel Wharton',5.10216E+15,'2025-09-10',,Midtown',Surrey','active'
8888922,111405,9999942,2019-11-23','12:00:00',2019-12-15','12:00:00',266895,'Fahmida Whiteley',1.62857E+15,'2025-09-10',,Midtown',Surrey','active'
8888923,111412,9999943,2019-11-23','12:00:00',2019-12-15','12:00:00',196730,'Joe Thomson',7.70098E+15,'2025-09-10',,Midtown',Surrey','active'
8888924,111419,9999944,2019-11-23','12:00:00',2019-12-15','12:00:00',153094,'Shanice Bailey',7.58551E+15,'2025-09-10',,Midtown',Surrey','active'
8888925,111426,9999945,2019-11-23','12:00:00',2019-12-15','12:00:00',142103,'Shiv Hogan',2.48937E+15,'2025-09-10',,Midtown',Surrey','active'
8888926,111433,9999946,2019-11-23','12:00:00',2019-12-15','12:00:00',211029,'Emir Hess',7.14111E+15,'2025-09-10',,Midtown',Surrey','active'
8888927,111440,9999947,2019-11-23','12:00:00',2019-12-15','12:00:00',13129,'Dominika Whittington',6.13803E+15,'2025-09-10',,Midtown',Surrey','active'
